CUST_ID,BALANCE_FREQUENCY,PURCHASES,PAYMENTS,CREDIT_LIMIT,CASH_ADVANCE
C10300,1.0,0.0,1362.966798,6000.0,512.792701
C10301,1.0,2236.49,1986.838064,10000.0,0.0
C10302,1.0,464.51,1515.594331,6000.0,2516.727082
C10303,1.0,1779.0,856.05828,5000.0,0.0
C10304,1.0,0.0,1057.678259,4000.0,348.834361
C10305,1.0,456.36,370.996177,6000.0,0.0
C10306,0.818182,5758.71,7943.57021,2900.0,0.0
C10307,1.0,245.98,2261.523522,6000.0,2792.67597
C10308,1.0,0.0,1786.142816,12000.0,3298.958165
C10309,1.0,733.9,1620.193277,3000.0,0.0
C10310,1.0,1641.07,1583.918811,500.0,380.972341
C10311,1.0,674.73,1139.058595,4000.0,1684.957411
C10312,1.0,2702.47,7596.768364,11000.0,0.0
C10313,1.0,0.0,8019.800702,8000.0,1817.569093
C10314,0.727273,1579.15,451.600059,2700.0,0.0
C10315,1.0,0.0,1933.413908,11000.0,8603.045938
C10316,1.0,2161.38,2059.879468,4500.0,0.0
C10317,1.0,1482.19,1289.570234,6000.0,0.0
C10318,1.0,1446.05,1364.121036,3500.0,0.0
C10319,0.909091,0.0,312.433361,4500.0,1606.322681
C10320,1.0,397.06,0.0,2100.0,0.0
C10321,1.0,498.17,611.606459,15000.0,0.0
C10322,1.0,2009.12,2715.972095,2500.0,1763.794583
C10323,1.0,5359.02,0.0,6000.0,0.0
C10324,1.0,0.0,719.974244,1000.0,402.974164
C10325,1.0,0.0,1151.721386,5500.0,3394.509419
C10326,1.0,0.0,117.542764,1000.0,842.456926
C10327,0.857143,0.0,863.62306,7000.0,6481.300951
C10328,1.0,126.2,314.302968,1950.0,0.0
C10329,1.0,225.0,325.578502,1500.0,0.0
C10330,0.090909,734.97,1159.135064,6000.0,0.0
C10331,1.0,14.95,1289.284068,5700.0,2173.356068
C10332,1.0,874.98,2055.100879,12500.0,4653.693195
C10333,1.0,0.0,1493.089193,7500.0,2443.262416
C10334,1.0,445.2,1042.991769,8000.0,0.0
C10335,1.0,0.0,476.162309,4500.0,3264.573342
C10336,1.0,689.34,453.842413,1500.0,0.0
C10337,0.727273,2006.87,19714.09728,21000.0,0.0
C10338,1.0,678.0,1926.31853,2500.0,927.25167
C10339,1.0,0.05,1084.281127,1000.0,1700.634586
C10340,1.0,3085.69,2690.525687,8500.0,0.0
C10341,1.0,0.0,642.777061,3000.0,142.141325
C10342,0.909091,1080.0,1077.058667,6000.0,0.0
C10343,1.0,2721.16,4952.900653,6500.0,0.0
C10344,1.0,3095.96,4003.782858,14000.0,0.0
C10345,0.909091,0.0,2147.890523,2300.0,1600.758078
C10346,1.0,71.07,9226.751112,9500.0,3595.158425
C10347,0.181818,65.0,718.794328,1200.0,0.0
C10348,1.0,4786.61,3805.669705,9000.0,0.0
C10349,0.454545,174.42,347.08638,2500.0,0.0
C10350,1.0,242.88,6084.115091,13500.0,0.0
C10351,1.0,216.94,222.02316,3200.0,1011.997944
C10352,0.454545,2246.3,32048.6122,6000.0,14048.07181
C10353,1.0,361.73,535.606816,1500.0,198.686744
C10354,0.6,330.0,345.330572,1800.0,0.0
C10355,1.0,2854.11,2437.332725,9500.0,0.0
C10356,0.454545,390.0,302.454171,2000.0,0.0
C10357,1.0,422.18,2961.632199,5500.0,0.0
C10358,1.0,1005.52,1866.265366,3000.0,0.0
C10359,1.0,2132.93,8251.146946,11000.0,5340.016172
C10360,0.909091,284.72,344.161416,5000.0,0.0
C10361,1.0,0.0,1288.287239,10500.0,455.581546
C10362,1.0,3244.16,5674.185857,11500.0,0.0
C10364,1.0,2490.17,3957.017497,9500.0,5309.949725
C10365,0.090909,1098.31,0.0,4800.0,0.0
C10366,0.181818,636.15,918.414211,8500.0,0.0
C10367,1.0,3018.93,3909.837604,5000.0,0.0
C10368,1.0,1222.97,1142.077891,19500.0,0.0
C10369,1.0,110.18,1716.998424,6000.0,6551.99521
C10370,0.636364,0.0,2298.902197,3000.0,1192.015721
C10371,1.0,0.0,548.589391,1800.0,36.481832
C10372,1.0,983.77,389.411161,2400.0,0.0
C10373,1.0,0.0,866.865018,1500.0,474.429843
C10374,0.75,423.24,296.01675,11000.0,0.0
C10375,1.0,6079.5,18552.39489,7300.0,10227.22894
C10376,1.0,439.38,237.996469,1200.0,727.658311
C10377,1.0,1207.25,1282.705869,1200.0,0.0
C10378,1.0,259.13,2680.635587,2300.0,0.0
C10379,1.0,1627.69,2507.704747,5500.0,0.0
C10380,1.0,0.0,2845.010795,8000.0,3423.085934
C10381,1.0,0.0,10973.14532,8000.0,3768.696678
C10382,1.0,5749.96,5711.540654,12000.0,0.0
C10383,1.0,1490.94,2116.662516,9000.0,2813.063846
C10384,0.181818,0.0,0.0,3000.0,2333.150712
C10385,1.0,5068.88,3904.568067,4500.0,0.0
C10386,1.0,1067.28,2021.775795,2000.0,0.0
C10387,0.545455,64.12,176.600545,7000.0,0.0
C10388,1.0,6855.59,4868.088671,18500.0,0.0
C10389,0.636364,1631.0,2550.799492,2500.0,0.0
C10390,0.909091,180.91,802.858576,1400.0,0.0
C10391,1.0,0.0,353.582373,1600.0,172.931118
C10392,1.0,136.88,3519.008859,14000.0,515.147607
C10393,1.0,0.0,1177.661577,2000.0,187.572355
C10395,0.727273,343.21,930.328071,1500.0,1609.900552
C10396,0.272727,16.5,57.595083,6000.0,0.0
C10397,1.0,5708.18,5589.952268,4000.0,0.0
C10398,0.3,42.3,361.853722,6000.0,3967.709973
C10399,1.0,46.67,338.413344,1800.0,0.0
C10400,1.0,0.0,677.144841,9000.0,4909.937494
C10402,1.0,699.12,697.977603,2500.0,0.0
C10403,1.0,245.39,328.796655,4000.0,0.0
C10404,1.0,98.0,192.369983,4000.0,0.0
C10405,1.0,857.36,3239.629759,6550.0,0.0
C10406,0.818182,2747.12,4730.374245,5000.0,246.046033
C10407,1.0,11147.33,7932.77402,11000.0,2728.576925
C10408,1.0,600.0,249.066308,1000.0,0.0
C10409,1.0,0.0,541.308981,10000.0,2368.872642
C10410,1.0,255.12,1703.332126,8500.0,0.0
C10411,1.0,1221.53,1421.035206,1200.0,1078.788118
C10412,1.0,0.0,1336.016317,13000.0,1974.503664
C10413,1.0,780.64,663.553502,3500.0,1227.555485
C10414,1.0,1532.1,1834.368953,5000.0,0.0
C10415,1.0,778.33,1411.329676,2000.0,0.0
C10416,0.875,964.06,565.71913,6000.0,5140.287889
C10417,1.0,1667.13,1669.260634,13000.0,0.0
C10419,1.0,0.0,0.0,8000.0,4087.167822
C10420,1.0,1088.83,6862.520735,9000.0,0.0
C10421,0.363636,648.64,0.0,2500.0,0.0
C10422,1.0,0.0,444.783009,2100.0,120.178123
C10423,1.0,0.0,4226.578611,4500.0,2171.139178
C10424,0.363636,1897.92,5563.437084,13500.0,0.0
C10425,1.0,0.0,802.038512,6200.0,76.260896
C10426,1.0,1263.29,1356.425369,9500.0,0.0
C10427,0.125,200.0,0.0,1200.0,0.0
C10428,1.0,340.0,2162.141639,6000.0,3510.115735
C10429,1.0,1277.58,552.734714,7000.0,0.0
C10430,1.0,4117.24,4561.589382,6000.0,0.0
C10431,1.0,226.23,1885.239981,15000.0,0.0
C10432,1.0,3970.8,3879.252512,7500.0,0.0
C10433,0.545455,1346.9,1369.437449,8000.0,0.0
C10434,1.0,1050.83,4673.520993,5000.0,4083.515108
C10435,1.0,1364.99,1849.10398,2000.0,284.754535
C10436,1.0,0.0,331.670616,1500.0,114.918715
C10437,1.0,0.0,0.0,4500.0,3017.170336
C10438,1.0,7553.48,5377.338091,13500.0,0.0
C10439,0.909091,570.16,6124.31525,9000.0,2817.05225
C10441,1.0,566.28,1298.823687,4000.0,3888.756412
C10442,1.0,0.0,422.878799,8000.0,2819.60583
C10443,1.0,0.0,357.836436,1800.0,39.646806
C10444,1.0,137.34,1874.954894,10000.0,4815.112874
C10445,1.0,0.0,2052.533488,10000.0,5105.254316
C10446,1.0,0.0,6918.272206,9000.0,3435.737817
C10447,1.0,332.82,5810.994681,5000.0,6649.712062
C10448,0.636364,1377.72,182.177646,2500.0,0.0
C10449,1.0,0.0,2996.735376,6000.0,1886.470361
C10450,0.818182,0.0,2008.971745,1500.0,1462.32354
C10451,1.0,360.7,5147.693822,8000.0,6517.541812
C10452,1.0,222.64,1017.241855,4500.0,249.298208
C10453,1.0,1634.74,1094.345336,13000.0,94.837161
C10454,1.0,0.0,591.853821,1200.0,340.249539
C10455,1.0,759.15,994.500495,6000.0,2493.111705
C10456,0.363636,243.36,546.417272,1800.0,0.0
C10457,0.9,0.0,7566.577763,10500.0,10713.8746
C10458,0.818182,0.0,1370.235544,2500.0,2820.528417
C10459,1.0,519.0,621.255763,4500.0,0.0
C10460,1.0,3055.87,2198.293667,4500.0,0.0
C10461,1.0,2470.4,3340.041274,9500.0,1652.878895
C10462,1.0,1671.6,1021.907217,1800.0,0.0
C10463,0.454545,903.36,538.841222,15000.0,0.0
C10466,1.0,0.0,274.653536,1200.0,193.738137
C10467,0.545455,229.5,423.206638,3150.0,0.0
C10468,1.0,1476.19,1493.919986,2500.0,0.0
C10469,1.0,2506.89,1230.219396,8500.0,0.0
C10470,1.0,2570.0,3259.958288,4500.0,124.563782
C10471,1.0,238.34,1194.510762,15000.0,4809.11955
C10472,0.875,1342.36,288.883026,4000.0,1738.109478
C10473,0.818182,786.32,881.284581,7500.0,0.0
C10474,0.909091,1450.68,1583.421932,6000.0,0.0
C10475,1.0,1239.46,401.217047,1500.0,0.0
C10476,1.0,96.75,452.225512,1800.0,19.141227
C10477,1.0,4106.15,9678.173119,12000.0,734.816479
C10478,1.0,2022.38,939.306791,6000.0,0.0
C10480,1.0,3654.08,3301.334578,2500.0,0.0
C10481,1.0,883.73,632.062443,3000.0,0.0
C10482,1.0,795.54,1804.065076,1700.0,418.482499
C10483,1.0,0.0,541.101815,1200.0,278.591282
C10484,1.0,0.0,1088.755323,7500.0,2806.959645
C10485,1.0,1382.57,1580.0815,2400.0,0.0
C10486,1.0,565.5,2768.795805,8500.0,101.137379
C10487,1.0,4462.86,1793.043228,11800.0,4599.625146
C10488,0.363636,1726.67,4804.383296,6000.0,0.0
C10489,1.0,217.0,10428.37611,9000.0,12377.36037
C10490,1.0,0.0,1067.405461,4000.0,1483.933054
C10491,1.0,1748.73,2497.488126,6500.0,0.0
C10492,1.0,0.0,586.426259,1800.0,149.36039
C10493,1.0,50.98,320.592941,1200.0,0.0
C10494,1.0,378.04,4315.936534,11300.0,0.0
C10495,1.0,1483.12,1357.36111,5000.0,1992.715742
C10497,0.727273,6407.67,3484.429075,14500.0,0.0
C10498,0.909091,0.0,547.23924,3500.0,1161.103112
C10501,1.0,70.0,566.292758,8500.0,0.0
C10502,0.545455,449.96,1023.209164,7000.0,0.0
C10503,1.0,3355.33,2087.871747,6500.0,0.0
C10504,0.545455,0.0,14481.46544,10000.0,14371.78789
C10505,0.727273,0.0,142.286073,3000.0,818.124484
C10506,1.0,3220.09,826.764555,15000.0,0.0
C10507,1.0,6558.55,5872.707939,7000.0,0.0
C10508,1.0,0.0,1006.358943,4000.0,1328.643945
C10509,1.0,4305.05,4030.061017,9500.0,0.0
C10510,1.0,262.1,1629.239381,13000.0,3053.777459
C10511,0.727273,1626.83,1924.101393,13000.0,0.0
C10512,1.0,3522.57,1165.621928,6000.0,2485.845274
C10513,1.0,0.0,2662.365409,18000.0,2438.356719
C10514,1.0,8194.05,7069.804042,6000.0,0.0
C10515,1.0,1604.8,191.366024,4500.0,1302.014616
C10516,1.0,709.9,826.576112,7000.0,779.264494
C10517,1.0,174.0,3251.190662,14000.0,3269.418821
C10518,1.0,0.0,552.713988,4500.0,554.11523
